originality,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2017,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,62,31,0,2,6,4,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,Accept (Poster),Accepted,7,8,9,8,good,ICLR_2017_155_paper.json,5,1,10,3,0,2,4,5,3,2,1,3,2,0,6,0,3,1,2,53,3,2,36,8,0,48,1,16,3,10,1,3,1,0,0,2,7,3,65,209,561,94,116,119,91,95,39
1,2020,Differentially Private Meta-Learning,34,15,9,2,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_208_paper.json,2,0,5,1,1,5,1,9,0,3,0,4,0,0,1,0,4,2,7,45,3,2,22,14,0,56,4,13,2,8,0,0,1,1,0,0,3,3,43,175,149,0,5,16,25,19,5
0,2018,Learning Sparse Neural Networks through L_0 Regularization,31,12,12,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_331_paper.json,1,1,7,3,0,2,1,9,1,0,0,2,1,0,2,0,0,1,3,34,1,1,15,2,2,38,1,6,1,9,1,1,0,0,0,0,2,1,51,132,755,54,139,209,206,167,56
0,2017,End-to-end Optimized Image Compression,26,7,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Accept (Oral),Accepted,7,8,9,8,good,ICLR_2017_2_paper.json,2,2,9,2,1,3,4,8,0,9,0,1,0,0,1,0,1,2,7,52,5,0,19,6,0,36,0,10,2,6,0,1,1,2,1,1,3,3,44,140,15,75,122,196,206,272,105
1,2020,Neural Execution of Graph Algorithms,33,11,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_254_paper.json,0,0,1,0,1,2,5,5,0,2,0,2,0,0,1,0,1,0,1,21,0,0,16,9,0,44,1,7,0,7,3,0,1,0,1,0,2,3,26,120,105,0,0,34,36,37,14
1,2017,FractalNet: Ultra-Deep Neural Networks without Residuals,33,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_147_paper.json,0,0,7,1,2,1,0,3,0,0,0,1,1,0,2,0,3,0,2,23,0,0,22,3,0,24,1,9,2,6,0,0,1,0,0,0,4,0,24,96,699,109,146,158,135,81,30
1,2017,Hierarchical Multiscale Recurrent Neural Networks,55,23,24,0,4,5,0,0,1,1,0,0,0,0,2,0,0,0,2,1,0,0,0,1,Accept (Poster),Accepted,8,7,8,7.67,good,ICLR_2017_193_paper.json,0,0,6,1,4,1,4,4,1,1,0,9,0,1,1,0,1,1,2,37,1,0,17,11,1,34,1,16,2,9,0,4,4,0,1,1,1,6,50,159,472,104,99,74,67,50,10
0,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,49,27,0,6,8,3,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_188_paper.json,0,0,1,3,1,4,0,6,3,0,0,5,1,0,1,0,2,1,1,29,1,0,10,9,0,45,2,12,6,9,1,1,0,3,2,0,1,4,30,136,110,21,28,29,13,11,3
0,2020,Empirical Bayes Transductive Meta-Learning with Synthetic Gradients,50,20,16,4,4,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_448_paper.json,4,0,4,2,2,7,1,6,1,0,0,8,0,1,0,0,1,0,4,41,4,1,19,8,0,51,9,9,2,5,2,2,0,1,1,0,3,1,61,179,74,0,0,21,25,31,11
0,2019,signSGD via Zeroth-Order Oracle,39,26,15,6,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2019_48_paper.json,1,0,3,5,1,6,1,4,0,0,0,4,4,1,3,0,4,2,4,43,2,1,31,10,2,72,3,7,1,14,1,1,2,2,3,2,1,4,81,240,60,0,11,17,14,18,8
1,2020,A Baseline for Few-Shot Image Classification,57,19,1,0,8,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_363_paper.json,2,0,7,4,6,1,3,17,0,4,0,8,0,0,2,3,1,0,5,63,2,0,51,6,7,44,2,15,1,12,4,3,1,1,4,5,4,4,64,230,0,0,8,76,132,130,41
1,2019,AntisymmetricRNN: A Dynamical System View on Recurrent Neural Networks,50,19,11,4,4,10,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_498_paper.json,0,1,7,1,3,2,2,3,0,0,0,8,0,0,2,0,1,0,5,35,6,2,28,9,2,30,0,4,1,2,2,3,0,0,2,2,2,0,70,165,134,4,18,34,47,34,13
1,2018,Hierarchical Representations for Efficient Architecture Search,33,19,16,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2018_253_paper.json,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,2,2,6,17,0,0,7,16,1,21,2,13,0,10,0,0,0,0,2,0,2,1,40,115,761,87,185,205,180,117,32
1,2020,The intriguing role of module criticality in the generalization of deep networks,30,14,6,7,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,6,6,6.67,good,ICLR_2020_604_paper.json,0,0,0,1,1,4,2,6,1,0,0,4,0,0,4,0,0,1,4,28,5,1,18,8,0,61,0,15,0,8,3,1,0,3,2,2,3,1,69,200,30,0,1,10,11,9,1
0,2020,Overlearning Reveals Sensitive Attributes,43,16,0,5,7,4,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,1,6,4.33,good,ICLR_2020_206_paper.json,2,0,2,5,1,0,2,4,0,0,0,3,0,1,0,0,0,0,7,27,7,0,24,13,1,26,0,17,0,2,0,1,1,0,2,0,0,2,36,132,77,0,5,17,28,29,10
1,2018,Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking,32,15,12,0,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_264_paper.json,5,1,2,0,1,0,2,1,1,0,0,4,0,1,0,0,1,2,5,26,5,2,27,3,1,66,0,11,0,18,1,1,1,3,1,1,0,4,40,185,343,21,60,87,82,102,52
1,2020,Doubly Robust Bias Reduction in Infinite Horizon Off-Policy Estimation,36,15,5,0,5,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_570_paper.json,0,0,1,1,4,1,1,5,1,2,0,4,1,0,0,0,3,0,3,27,6,2,19,4,3,47,2,17,2,8,2,2,0,0,0,0,3,2,66,185,48,0,1,14,15,20,4
0,2020,Making Efficient Use of Demonstrations to Solve Hard Exploration Problems,50,21,12,3,8,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_444_paper.json,3,0,6,3,0,1,0,2,1,0,0,3,0,0,1,0,1,0,4,25,3,2,38,20,0,36,3,16,1,19,3,0,1,2,1,1,1,2,65,214,51,0,3,18,19,12,4
1,2020,Learning from Rules Generalizing Labeled Exemplars,37,20,3,1,6,6,1,1,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_616_paper.json,3,0,3,3,2,1,0,4,0,2,0,7,0,0,0,0,1,0,3,29,5,1,12,6,1,74,0,17,3,21,1,0,1,0,0,0,2,2,63,209,50,0,0,9,16,28,7
1,2019,Deep reinforcement learning with relational inductive biases,49,35,27,3,5,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_235_paper.json,0,0,4,2,0,0,2,4,0,4,1,3,0,0,0,0,2,1,7,30,2,0,23,12,1,23,1,6,1,8,1,0,5,0,1,0,2,1,67,154,135,1,31,43,33,29,9
1,2020,Picking Winning Tickets Before Training by Preserving Gradient Flow,42,21,8,11,6,4,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_303_paper.json,0,0,5,1,1,3,3,3,0,0,0,12,0,0,4,0,2,0,1,35,2,0,18,0,1,37,2,5,0,12,0,2,3,0,1,2,2,0,24,111,280,0,5,56,107,130,54
1,2019,Self-Tuning Networks: Bilevel Optimization of Hyperparameters using Structured Best-Response Functions,64,13,14,4,9,6,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_395_paper.json,2,0,7,3,2,6,1,9,0,1,0,5,1,0,1,0,1,0,2,41,3,1,20,12,0,64,2,18,1,15,0,2,1,0,1,0,2,2,63,207,96,0,9,27,35,27,17
0,2020,Continual Learning with Bayesian Neural Networks for Non-Stationary Data,46,6,2,1,11,5,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_148_paper.json,3,0,3,8,1,3,1,4,0,1,0,6,0,0,1,0,3,0,2,36,4,1,24,13,3,71,3,18,7,4,3,4,0,1,2,0,1,4,81,244,82,1,3,4,16,12,5
1,2020,Reanalysis of Variance Reduced Temporal Difference Learning,38,14,6,0,7,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,8,8,6.33,good,ICLR_2020_180_paper.json,2,0,2,3,2,8,0,5,0,1,0,8,1,4,7,1,2,1,13,60,4,1,21,5,1,47,3,7,1,5,1,0,0,2,5,1,1,1,85,191,30,0,2,13,10,5,2
1,2019,Representing Formal Languages: A Comparison Between Finite Automata and Recurrent Neural Networks ,22,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,Accept (Poster),Accepted,7,5,5,5.67,good,ICLR_2019_177_paper.json,0,0,1,1,1,4,0,1,0,0,0,2,1,0,4,0,0,0,3,18,6,1,21,4,0,48,0,7,0,14,0,0,1,0,1,0,3,3,24,133,16,0,5,2,6,4,1
0,2020,Pitfalls of In-Domain Uncertainty Estimation and Ensembling in Deep Learning,56,17,13,0,9,10,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_509_paper.json,5,1,3,3,4,1,2,5,1,0,0,4,0,2,1,0,1,2,6,41,8,1,45,22,5,31,2,15,0,5,2,1,2,7,0,1,0,0,56,203,177,0,2,48,67,64,27
0,2020,Meta-Learning without Memorization,38,14,12,1,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_556_paper.json,1,0,4,1,0,2,6,4,2,0,0,1,0,1,1,0,3,1,3,30,2,2,39,13,1,75,2,14,2,10,0,1,1,5,0,1,1,4,52,225,113,0,2,33,36,45,11
1,2020,Jacobian Adversarially Regularized Networks for Robustness,32,17,15,0,4,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_357_paper.json,1,0,8,3,1,1,4,1,0,0,0,7,0,1,4,0,1,0,3,35,1,0,24,10,1,21,0,11,1,10,0,0,3,0,1,4,3,2,13,105,48,0,3,17,13,15,4
1,2020,Exploration in Reinforcement Learning with Deep Covering Options,32,10,1,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_66_paper.json,5,0,5,3,1,10,0,12,1,0,0,2,0,0,0,0,2,3,1,45,3,1,19,5,1,24,1,20,0,13,0,1,1,2,4,1,2,1,41,140,32,0,0,9,15,10,2
1,2019,Conditional Network Embeddings,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,Accept (Poster),Accepted,6,4,5,5,good,ICLR_2019_480_paper.json,2,0,0,1,0,1,0,4,0,0,0,2,1,0,2,0,0,0,7,20,2,5,28,15,3,30,4,16,0,5,1,1,1,1,2,2,2,0,73,191,32,0,2,15,10,6,2
1,2019,Learning Programmatically Structured Representations with Perceptor Gradients,41,21,10,4,7,5,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,Accept (Poster),Accepted,7,5,6,6,good,ICLR_2019_321_paper.json,1,0,5,3,2,1,2,3,0,0,0,3,0,2,0,0,0,0,1,23,3,1,21,10,1,34,2,11,1,6,0,0,3,1,3,0,2,1,39,139,8,0,5,2,1,0,0
1,2020,Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery,27,13,5,2,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_165_paper.json,0,0,4,0,1,2,0,4,0,0,0,3,0,0,2,0,2,1,4,23,1,1,25,17,0,61,2,19,4,18,1,0,2,4,0,2,1,3,52,213,39,0,0,10,14,16,11
0,2020,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation,47,16,12,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_336_paper.json,2,0,0,4,4,2,2,13,0,0,1,9,1,0,0,0,2,0,6,46,8,0,18,15,2,42,3,14,2,9,1,2,2,2,0,1,1,0,45,167,194,2,2,33,75,98,39
1,2020,BREAKING  CERTIFIED  DEFENSES:  SEMANTIC  ADVERSARIAL  EXAMPLES  WITH  SPOOFED  ROBUSTNESS  CERTIFICATES,32,20,19,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_527_paper.json,1,0,6,1,0,2,0,1,1,0,0,3,3,0,1,0,2,0,2,23,2,0,12,7,0,30,2,15,1,6,0,1,1,0,4,0,1,2,24,108,32,1,1,13,8,9,1
0,2018,Distributed Fine-tuning of Language Models on Private Data,26,11,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,5,4,4,4.33,good,ICLR_2018_227_paper.json,1,0,0,1,1,3,0,8,0,1,0,3,1,0,1,0,1,0,3,24,1,0,23,6,0,37,1,8,2,9,0,0,1,0,1,0,3,3,47,142,13,1,1,6,4,3,1
1,2019,Adaptive Posterior Learning: few-shot learning with a surprise-based memory module,26,14,5,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_114_paper.json,1,0,2,1,1,4,2,3,0,0,0,3,1,1,1,0,1,0,5,26,1,4,20,20,0,43,1,9,0,12,2,2,0,0,0,1,0,1,56,172,54,0,6,15,14,22,6
1,2020,Towards Hierarchical Importance Attribution: Explaining Compositional Semantics for Neural Sequence Models,41,15,12,6,3,3,0,0,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_612_paper.json,1,0,1,1,0,3,3,1,0,1,0,9,0,0,0,0,0,0,6,26,0,1,18,14,2,32,3,12,2,10,0,1,2,0,0,0,1,1,33,132,73,0,0,16,36,27,5
1,2020,Learning to Represent Programs with Property Signatures,43,15,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,1,4.33,good,ICLR_2020_160_paper.json,2,2,5,0,1,0,3,4,0,0,0,3,0,0,1,0,1,0,4,26,1,0,10,9,2,69,3,13,2,7,2,1,0,0,2,0,1,2,43,167,24,0,1,10,6,6,3
1,2020,Automated curriculum generation through setter-solver interactions,33,14,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_83_paper.json,0,1,7,2,2,1,0,2,1,0,0,3,0,1,1,0,4,1,3,29,4,0,47,12,0,37,0,11,3,17,1,1,0,3,1,3,4,1,70,215,22,0,0,3,10,12,1
1,2019,Gradient descent aligns the layers of deep linear networks,16,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,9,6,7,7.33,good,ICLR_2019_191_paper.json,0,0,4,0,0,2,1,0,0,0,0,1,0,1,4,0,0,1,2,16,2,4,8,1,0,27,0,1,1,1,1,1,0,0,2,0,3,0,89,141,165,7,27,49,44,42,13
0,2018,A Deep Reinforced Model for Abstractive Summarization,37,18,8,4,3,0,2,0,0,4,7,3,0,0,0,1,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,7,6,7,good,ICLR_2018_106_paper.json,2,0,3,3,3,1,1,8,0,1,0,8,3,0,1,0,4,0,5,43,2,2,12,3,1,30,2,18,3,12,2,1,2,1,0,1,1,3,17,113,1195,157,223,261,168,139,48
0,2019,RelGAN: Relational Generative Adversarial Networks for Text Generation,33,18,19,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2019_422_paper.json,0,2,3,2,4,3,1,8,0,2,0,9,4,1,2,0,3,0,3,47,1,3,29,2,2,25,1,14,0,15,2,0,1,1,3,0,2,1,33,135,120,2,16,45,34,31,12
0,2019,Reward Constrained Policy Optimization,33,10,8,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_349_paper.json,3,1,3,2,1,1,0,4,1,1,0,0,0,1,0,0,0,0,7,25,5,4,12,7,0,27,0,7,2,5,0,0,1,0,1,0,0,2,58,131,236,4,18,50,85,82,47
1,2018,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs,23,14,4,7,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,5,6.33,good,ICLR_2018_255_paper.json,1,0,3,1,3,1,2,1,2,1,0,3,3,0,0,0,0,1,2,24,3,1,27,9,3,67,5,18,3,18,1,0,3,2,5,0,2,0,21,188,22,0,2,8,9,3,2
1,2020,Learning to Control PDEs with Differentiable Physics,64,23,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_541_paper.json,2,2,2,2,3,3,1,4,1,2,0,1,0,0,0,0,0,1,3,27,2,3,56,17,1,70,5,25,5,18,1,1,0,2,6,1,0,3,101,317,99,0,1,22,40,42,8
1,2018,Not-So-Random Features,46,10,1,0,11,2,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,5,Accept (Poster),Accepted,7,6,4,5.67,good,ICLR_2018_261_paper.json,1,2,2,2,0,3,3,5,0,1,1,4,0,0,0,0,4,1,2,31,4,2,12,8,1,48,0,6,1,12,0,2,0,0,0,0,1,1,68,166,13,2,2,3,2,4,1
1,2019,Preferences Implicit in the State of the World,32,20,12,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_448_paper.json,0,0,3,2,1,5,0,1,0,0,0,3,0,0,0,0,0,0,0,15,1,0,36,7,0,48,3,11,2,5,4,2,2,1,0,0,2,1,37,162,39,1,4,8,14,13,5
1,2017,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,35,10,8,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_181_paper.json,1,5,2,1,2,4,4,3,1,1,2,1,2,0,2,0,1,2,11,45,6,1,28,12,1,98,9,11,1,7,1,1,1,3,5,0,1,2,236,424,95,12,11,14,29,17,5
1,2020,A Learning-based Iterative Method for Solving Vehicle Routing Problems,30,10,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_33_paper.json,1,0,1,1,3,3,2,5,0,0,0,5,0,0,1,1,0,1,3,27,8,1,17,8,0,38,1,12,7,17,1,4,1,0,0,0,0,0,28,143,85,0,0,14,35,48,11
1,2019,Dynamic Channel Pruning: Feature Boosting and Suppression,42,23,0,3,9,3,0,4,8,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_73_paper.json,1,0,0,2,3,2,3,5,0,1,0,18,0,0,3,0,1,0,3,42,2,0,25,8,2,24,0,9,1,10,0,1,3,0,1,0,0,1,31,118,208,3,32,56,61,62,23
1,2018,Generating Wikipedia by Summarizing Long Sequences,19,9,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2018_104_paper.json,0,0,1,3,1,4,0,2,3,3,0,1,0,1,0,0,2,0,3,24,3,1,18,3,0,40,5,18,6,11,5,2,1,1,1,0,3,1,12,131,542,45,110,131,142,119,51
0,2020,DiffTaichi: Differentiable Programming for Physical Simulation,45,18,2,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_508_paper.json,1,0,6,3,3,1,3,3,0,0,0,3,0,0,1,0,0,0,4,28,1,3,20,9,1,40,1,18,3,5,1,3,0,0,0,0,1,2,66,174,187,0,3,39,63,91,30
1,2018,The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning,35,18,8,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_67_paper.json,3,0,4,4,1,1,2,8,1,1,0,6,2,0,0,0,4,1,5,43,0,3,20,13,0,44,3,8,8,6,0,0,0,0,0,1,1,6,52,165,78,20,16,18,13,10,5
0,2020,Stochastic AUC Maximization with Deep Neural Networks,49,17,18,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_100_paper.json,1,0,4,1,6,4,4,4,0,1,0,9,3,0,2,0,0,1,5,45,3,1,13,1,1,40,0,8,5,7,0,1,1,3,2,0,3,3,80,172,54,0,3,12,14,26,13
1,2018,Kronecker-factored Curvature Approximations for Recurrent Neural Networks,35,8,4,5,3,6,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,Accept (Poster),Accepted,7,5,7,6.33,good,ICLR_2018_208_paper.json,1,0,7,1,1,0,1,5,1,1,0,1,0,0,3,0,1,1,5,29,5,1,28,14,0,69,1,9,3,8,0,0,0,0,0,0,3,1,109,251,59,7,9,18,17,8,4
0,2019,Human-level Protein Localization with Convolutional Neural Networks,20,10,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Accept (Poster),Accepted,4,5,8,5.67,good,ICLR_2019_490_paper.json,1,0,4,2,1,1,0,3,0,0,0,4,0,0,1,0,0,0,8,25,1,0,20,5,3,21,1,15,2,11,0,3,0,0,1,0,1,3,43,130,14,0,6,4,3,1,0
0,2019,Eidetic 3D LSTM: A Model for Video Prediction and Beyond,40,22,1,3,6,5,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_38_paper.json,1,0,2,3,1,2,3,5,0,0,0,4,1,0,0,0,0,1,1,24,1,0,21,6,0,27,3,19,4,24,2,1,4,3,1,0,5,1,55,177,184,0,17,54,61,57,17
1,2019,Transferring Knowledge across Learning Processes,48,25,8,8,5,8,0,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,Accept (Oral),Accepted,8,8,6,7.33,good,ICLR_2019_12_paper.json,1,0,2,3,4,3,1,9,0,0,0,2,0,1,1,0,2,0,6,35,2,0,36,12,1,76,6,15,4,14,0,0,0,2,0,1,3,1,67,240,51,1,8,20,12,9,5
0,2019,Janossy Pooling: Learning Deep Permutation-Invariant Functions for Variable-Size Inputs,49,25,10,4,7,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2019_69_paper.json,3,0,3,4,2,4,8,1,3,0,0,8,1,0,1,0,3,1,7,49,4,4,40,7,1,57,3,11,7,2,2,1,1,1,1,0,1,2,93,238,123,4,25,34,31,32,5
1,2020,Abstract Diagrammatic Reasoning with Multiplex Graph Networks,38,10,9,0,5,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_362_paper.json,1,1,0,0,0,1,0,8,1,1,0,7,3,1,1,0,0,0,10,35,6,3,24,16,3,32,2,23,0,9,1,2,1,2,3,1,0,4,80,212,40,0,0,13,19,11,6
0,2019,Stable Recurrent Models,30,17,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_261_paper.json,0,0,5,1,0,0,2,4,0,1,0,3,0,0,3,0,1,0,0,20,4,7,29,5,2,70,5,8,1,12,1,0,0,0,0,0,6,1,89,240,88,1,17,28,34,9,4
1,2020,Higher-Order Function Networks for Learning Composable 3D Object Representations,41,22,0,0,4,3,1,3,10,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_247_paper.json,1,0,10,5,1,3,4,13,0,2,0,5,2,0,5,0,1,2,3,57,4,2,24,7,1,48,0,21,4,18,5,0,1,0,1,2,1,3,29,171,18,0,2,6,6,3,3
1,2017,HyperNetworks,36,20,11,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Accept (Poster),Accepted,8,9,7,8,good,ICLR_2017_196_paper.json,2,0,4,1,0,1,0,13,1,1,0,1,2,0,0,0,3,2,5,36,3,0,14,11,0,21,2,17,2,6,0,2,1,0,3,0,4,4,23,113,78,61,80,67,117,124,50
0,2020,Convergence of Gradient Methods on Bilinear Zero-Sum Games,50,17,4,5,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_262_paper.json,0,2,8,2,3,4,1,0,1,0,0,2,0,0,6,0,2,0,1,32,2,3,16,7,1,117,2,7,3,2,1,0,0,0,1,0,2,0,135,299,27,0,1,7,10,10,1
